date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2005-01-15,Artibonite,Gonaives,Gonaives,103,19.45,-72.68,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,94,2.21
2005-01-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,36,0.85
2005-01-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Rice (imported),64,Pound,actual,Retail,HTG,16.52,0.39
2005-01-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Rice (local),71,Pound,actual,Retail,HTG,24.2,0.57
2005-01-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,53.4,1.26
2005-01-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,23.2,0.55
2005-01-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Rice (imported),64,Pound,actual,Retail,HTG,16.4,0.39
2005-01-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Rice (local),71,Pound,actual,Retail,HTG,30.4,0.72
2005-01-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,82,1.93
2005-01-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,72,1.69
2005-01-15,North,Cap-Haitien,Cap-Haitien,107,19.76,-72.2,cereals and tubers,Maize meal (imported),574,Pound,actual,Retail,HTG,14.88,0.35
2005-01-15,North,Cap-Haitien,Cap-Haitien,107,19.76,-72.2,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,49.2,1.16
2005-01-15,North,Cap-Haitien,Cap-Haitien,107,19.76,-72.2,cereals and tubers,Rice (local),71,Pound,actual,Retail,HTG,30,0.71
2005-01-15,North-East,Ouanaminthe,Ouanaminthe,108,19.55,-71.73,cereals and tubers,Maize meal (imported),574,Pound,actual,Retail,HTG,21,0.49
2005-01-15,North-East,Ouanaminthe,Ouanaminthe,108,19.55,-71.73,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,84,1.98
2005-01-15,North-East,Ouanaminthe,Ouanaminthe,108,19.55,-71.73,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,63.2,1.49
2005-01-15,North-West,Port-de-Paix,Port-de-Paix,110,19.94,-72.83,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,55,1.29
2005-01-15,North-West,Port-de-Paix,Port-de-Paix,110,19.94,-72.83,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,78,1.84
2005-01-15,South,Les Cayes,Cayes,102,18.2,-73.75,cereals and tubers,Maize meal (imported),574,Pound,actual,Retail,HTG,14.4,0.34
2005-01-15,South,Les Cayes,Cayes,102,18.2,-73.75,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,48,1.13
2005-01-15,South,Les Cayes,Cayes,102,18.2,-73.75,cereals and tubers,Rice (local),71,Pound,actual,Retail,HTG,14.2,0.33
2005-01-15,South,Les Cayes,Cayes,102,18.2,-73.75,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,81,1.91
2005-01-15,South,Les Cayes,Cayes,102,18.2,-73.75,cereals and tubers,Sorghum,65,Pound,actual,Retail,HTG,12.4,0.29
2005-01-15,South,Les Cayes,Cayes,102,18.2,-73.75,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,59,1.39
2005-01-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Maize meal (imported),574,Pound,actual,Retail,HTG,12.48,0.29
2005-01-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,36,0.85
2005-01-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Rice (imported),64,Pound,actual,Retail,HTG,14.88,0.35
2005-01-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Rice (local),71,Pound,actual,Retail,HTG,36,0.85
2005-01-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,74.4,1.75
2005-01-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,60,1.41
2005-01-15,West,Port-au-Prince,Port-au-Prince,109,18.54,-72.33,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,69,1.62
2005-01-15,West,Port-au-Prince,Port-au-Prince,109,18.54,-72.33,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,71,1.67
2005-01-15,West,Port-au-Prince,Port-au-Prince,109,18.54,-72.33,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,45,1.06
2005-02-15,Artibonite,Gonaives,Gonaives,103,19.45,-72.68,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,60,1.41
2005-02-15,Artibonite,Gonaives,Gonaives,103,19.45,-72.68,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,92.5,2.18
2005-02-15,Artibonite,Gonaives,Gonaives,103,19.45,-72.68,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,60,1.41
2005-02-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Rice (imported),64,Pound,actual,Retail,HTG,15.9,0.37
2005-02-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Rice (local),71,Pound,actual,Retail,HTG,23.7,0.56
2005-02-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,79.5,1.87
2005-02-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,52.75,1.24
2005-02-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,24,0.56
2005-02-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Rice (imported),64,Pound,actual,Retail,HTG,15.5,0.36
2005-02-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,77.5,1.82
2005-02-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Sorghum,65,Pound,actual,Retail,HTG,15,0.35
2005-02-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,55,1.29
2005-02-15,North,Cap-Haitien,Cap-Haitien,107,19.76,-72.2,cereals and tubers,Maize meal (imported),574,Pound,actual,Retail,HTG,14.4,0.34
2005-02-15,North,Cap-Haitien,Cap-Haitien,107,19.76,-72.2,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,47.5,1.12
2005-02-15,North,Cap-Haitien,Cap-Haitien,107,19.76,-72.2,cereals and tubers,Sorghum,65,Pound,actual,Retail,HTG,12.9,0.3
2005-02-15,North,Cap-Haitien,Cap-Haitien,107,19.76,-72.2,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,60,1.41
2005-02-15,North-East,Ouanaminthe,Ouanaminthe,108,19.55,-71.73,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,84,1.98
2005-02-15,North-East,Ouanaminthe,Ouanaminthe,108,19.55,-71.73,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,71.75,1.69
2005-02-15,North-West,Port-de-Paix,Port-de-Paix,110,19.94,-72.83,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,50,1.18
2005-02-15,North-West,Port-de-Paix,Port-de-Paix,110,19.94,-72.83,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,60,1.41
2005-02-15,South,Les Cayes,Cayes,102,18.2,-73.75,cereals and tubers,Maize meal (imported),574,Pound,actual,Retail,HTG,14,0.33
2005-02-15,South,Les Cayes,Cayes,102,18.2,-73.75,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,42.5,1
2005-02-15,South,Les Cayes,Cayes,102,18.2,-73.75,cereals and tubers,Rice (local),71,Pound,actual,Retail,HTG,13,0.31
2005-02-15,South,Les Cayes,Cayes,102,18.2,-73.75,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,73.75,1.74
2005-02-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,37,0.87
2005-02-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Rice (imported),64,Pound,actual,Retail,HTG,15.3,0.36
2005-02-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Rice (local),71,Pound,actual,Retail,HTG,36,0.85
2005-02-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,76.5,1.8
2005-02-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Sorghum,65,Pound,actual,Retail,HTG,14.4,0.34
2005-02-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,60,1.41
2005-02-15,West,Port-au-Prince,Port-au-Prince,109,18.54,-72.33,cereals and tubers,Maize meal (imported),574,Pound,actual,Retail,HTG,11.5,0.27
2005-02-15,West,Port-au-Prince,Port-au-Prince,109,18.54,-72.33,cereals and tubers,Rice (imported),64,Pound,actual,Retail,HTG,14,0.33
2005-02-15,West,Port-au-Prince,Port-au-Prince,109,18.54,-72.33,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,70,1.65
2005-02-15,West,Port-au-Prince,Port-au-Prince,109,18.54,-72.33,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,45,1.06
2005-03-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,37.5,0.88
2005-03-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Rice (imported),64,Pound,actual,Retail,HTG,16.1,0.38
2005-03-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Rice (local),71,Pound,actual,Retail,HTG,23.7,0.56
2005-03-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,80.5,1.89
2005-03-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,24.25,0.57
2005-03-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,63.75,1.5
2005-03-15,North,Cap-Haitien,Cap-Haitien,107,19.76,-72.2,cereals and tubers,Maize meal (imported),574,Pound,actual,Retail,HTG,14.4,0.34
2005-03-15,North,Cap-Haitien,Cap-Haitien,107,19.76,-72.2,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,56,1.32
2005-03-15,North,Cap-Haitien,Cap-Haitien,107,19.76,-72.2,cereals and tubers,Rice (local),71,Pound,actual,Retail,HTG,30,0.71
2005-03-15,North,Cap-Haitien,Cap-Haitien,107,19.76,-72.2,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,81,1.91
2005-03-15,North,Cap-Haitien,Cap-Haitien,107,19.76,-72.2,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,61.5,1.45
2005-03-15,North-East,Ouanaminthe,Ouanaminthe,108,19.55,-71.73,cereals and tubers,Maize meal (imported),574,Pound,actual,Retail,HTG,19.95,0.47
2005-03-15,North-East,Ouanaminthe,Ouanaminthe,108,19.55,-71.73,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,87.5,2.06
2005-03-15,North-East,Ouanaminthe,Ouanaminthe,108,19.55,-71.73,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,68.25,1.61
2005-03-15,North-West,Port-de-Paix,Port-de-Paix,110,19.94,-72.83,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,50,1.18
2005-03-15,North-West,Port-de-Paix,Port-de-Paix,110,19.94,-72.83,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,78.75,1.85
2005-03-15,South,Les Cayes,Cayes,102,18.2,-73.75,cereals and tubers,Maize meal (imported),574,Pound,actual,Retail,HTG,15,0.35
2005-03-15,South,Les Cayes,Cayes,102,18.2,-73.75,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,50,1.18
2005-03-15,South,Les Cayes,Cayes,102,18.2,-73.75,cereals and tubers,Rice (local),71,Pound,actual,Retail,HTG,18.8,0.44
2005-03-15,South,Les Cayes,Cayes,102,18.2,-73.75,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,71.25,1.68
2005-03-15,South,Les Cayes,Cayes,102,18.2,-73.75,cereals and tubers,Sorghum,65,Pound,actual,Retail,HTG,11.2,0.26
2005-03-15,South,Les Cayes,Cayes,102,18.2,-73.75,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,52.5,1.24
2005-03-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Maize meal (imported),574,Pound,actual,Retail,HTG,16.2,0.38
2005-03-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Rice (imported),64,Pound,actual,Retail,HTG,15,0.35
2005-03-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Rice (local),71,Pound,actual,Retail,HTG,38.4,0.9
2005-03-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,75,1.76
2005-03-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Sorghum,65,Pound,actual,Retail,HTG,13.2,0.31
2005-03-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,58.5,1.38
2005-03-15,West,Port-au-Prince,Port-au-Prince,109,18.54,-72.33,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,70,1.65
2005-03-15,West,Port-au-Prince,Port-au-Prince,109,18.54,-72.33,cereals and tubers,Rice (imported),64,Pound,actual,Retail,HTG,14.25,0.34
2005-03-15,West,Port-au-Prince,Port-au-Prince,109,18.54,-72.33,cereals and tubers,Sorghum,65,Pound,actual,Retail,HTG,10,0.24
2005-03-15,West,Port-au-Prince,Port-au-Prince,109,18.54,-72.33,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,45,1.06
2005-04-15,Artibonite,Gonaives,Gonaives,103,19.45,-72.68,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,56.25,1.32
2005-04-15,Artibonite,Gonaives,Gonaives,103,19.45,-72.68,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,90,2.12
2005-04-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Maize meal (imported),574,Pound,actual,Retail,HTG,15.75,0.37
2005-04-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,46.25,1.09
2005-04-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Rice (imported),64,Pound,actual,Retail,HTG,16.1,0.38
2005-04-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Rice (local),71,Pound,actual,Retail,HTG,23.7,0.56
2005-04-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,80.5,1.89
2005-04-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,57,1.34
2005-04-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,24.25,0.57
2005-04-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Rice (local),71,Pound,actual,Retail,HTG,31,0.73
2005-04-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,75,1.76
2005-04-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Sorghum,65,Pound,actual,Retail,HTG,14.6,0.34
2005-04-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,71.25,1.68
2005-04-15,North,Cap-Haitien,Cap-Haitien,107,19.76,-72.2,cereals and tubers,Maize meal (imported),574,Pound,actual,Retail,HTG,14.3,0.34
2005-04-15,North,Cap-Haitien,Cap-Haitien,107,19.76,-72.2,cereals and tubers,Rice (local),71,Pound,actual,Retail,HTG,30,0.71
2005-04-15,North,Cap-Haitien,Cap-Haitien,107,19.76,-72.2,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,85.5,2.01
2005-04-15,North,Cap-Haitien,Cap-Haitien,107,19.76,-72.2,cereals and tubers,Sorghum,65,Pound,actual,Retail,HTG,13.2,0.31
2005-04-15,North,Cap-Haitien,Cap-Haitien,107,19.76,-72.2,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,60,1.41
2005-04-15,North-East,Ouanaminthe,Ouanaminthe,108,19.55,-71.73,cereals and tubers,Maize meal (imported),574,Pound,actual,Retail,HTG,21,0.49
2005-04-15,North-East,Ouanaminthe,Ouanaminthe,108,19.55,-71.73,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,37.5,0.88
2005-04-15,North-East,Ouanaminthe,Ouanaminthe,108,19.55,-71.73,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,86.62,2.04
2005-04-15,North-East,Ouanaminthe,Ouanaminthe,108,19.55,-71.73,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,66.5,1.56
2005-04-15,North-West,Port-de-Paix,Port-de-Paix,110,19.94,-72.83,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,51.25,1.21
2005-04-15,South,Les Cayes,Cayes,102,18.2,-73.75,cereals and tubers,Maize meal (imported),574,Pound,actual,Retail,HTG,13.5,0.32
2005-04-15,South,Les Cayes,Cayes,102,18.2,-73.75,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,50,1.18
2005-04-15,South,Les Cayes,Cayes,102,18.2,-73.75,cereals and tubers,Rice (local),71,Pound,actual,Retail,HTG,32.5,0.76
2005-04-15,South,Les Cayes,Cayes,102,18.2,-73.75,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,75,1.76
2005-04-15,South,Les Cayes,Cayes,102,18.2,-73.75,cereals and tubers,Sorghum,65,Pound,actual,Retail,HTG,12.2,0.29
2005-04-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Maize meal (imported),574,Pound,actual,Retail,HTG,14.4,0.34
2005-04-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Rice (imported),64,Pound,actual,Retail,HTG,14.4,0.34
2005-04-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Rice (local),71,Pound,actual,Retail,HTG,36,0.85
2005-04-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Sorghum,65,Pound,actual,Retail,HTG,13.2,0.31
2005-04-15,West,Port-au-Prince,Port-au-Prince,109,18.54,-72.33,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,72.5,1.71
2005-04-15,West,Port-au-Prince,Port-au-Prince,109,18.54,-72.33,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,45,1.06
2005-05-15,Artibonite,Gonaives,Gonaives,103,19.45,-72.68,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,60,1.41
2005-05-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Maize meal (imported),574,Pound,actual,Retail,HTG,16.36,0.38
2005-05-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,45,1.06
2005-05-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Rice (imported),64,Pound,actual,Retail,HTG,16.52,0.39
2005-05-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,82.6,1.94
2005-05-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Sorghum,65,Pound,actual,Retail,HTG,8.48,0.2
2005-05-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Rice (imported),64,Pound,actual,Retail,HTG,16,0.38
2005-05-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Rice (local),71,Pound,actual,Retail,HTG,30.8,0.72
2005-05-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,80,1.88
2005-05-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Sorghum,65,Pound,actual,Retail,HTG,13.4,0.32
2005-05-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,74,1.74
2005-05-15,North,Cap-Haitien,Cap-Haitien,107,19.76,-72.2,cereals and tubers,Maize meal (imported),574,Pound,actual,Retail,HTG,14.4,0.34
2005-05-15,North,Cap-Haitien,Cap-Haitien,107,19.76,-72.2,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,72,1.69
2005-05-15,North,Cap-Haitien,Cap-Haitien,107,19.76,-72.2,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,50,1.18
2005-05-15,North-East,Ouanaminthe,Ouanaminthe,108,19.55,-71.73,cereals and tubers,Maize meal (imported),574,Pound,actual,Retail,HTG,21.28,0.5
2005-05-15,North-East,Ouanaminthe,Ouanaminthe,108,19.55,-71.73,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,42,0.99
2005-05-15,North-East,Ouanaminthe,Ouanaminthe,108,19.55,-71.73,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,87.5,2.06
2005-05-15,North-West,Port-de-Paix,Port-de-Paix,110,19.94,-72.83,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,75,1.76
2005-05-15,North-West,Port-de-Paix,Port-de-Paix,110,19.94,-72.83,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,60,1.41
2005-05-15,South,Les Cayes,Cayes,102,18.2,-73.75,cereals and tubers,Maize meal (imported),574,Pound,actual,Retail,HTG,12.4,0.29
2005-05-15,South,Les Cayes,Cayes,102,18.2,-73.75,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,79,1.86
2005-05-15,South,Les Cayes,Cayes,102,18.2,-73.75,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,52,1.22
2005-05-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,52.8,1.24
2005-05-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Rice (imported),64,Pound,actual,Retail,HTG,14.4,0.34
2005-05-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Rice (local),71,Pound,actual,Retail,HTG,36,0.85
2005-05-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,72,1.69
2005-05-15,South-East,Jacmel,Jacmel,105,18.23,-72.53,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,62,1.46
2005-05-15,West,Port-au-Prince,Port-au-Prince,109,18.54,-72.33,cereals and tubers,Maize meal (imported),574,Pound,actual,Retail,HTG,12.4,0.29
2005-05-15,West,Port-au-Prince,Port-au-Prince,109,18.54,-72.33,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,71,1.67
2005-05-15,West,Port-au-Prince,Port-au-Prince,109,18.54,-72.33,cereals and tubers,Rice (imported),64,Pound,actual,Retail,HTG,16.6,0.39
2005-05-15,West,Port-au-Prince,Port-au-Prince,109,18.54,-72.33,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,73,1.72
2005-05-15,West,Port-au-Prince,Port-au-Prince,109,18.54,-72.33,cereals and tubers,Sorghum,65,Pound,actual,Retail,HTG,10.8,0.25
2005-06-15,Artibonite,Gonaives,Gonaives,103,19.45,-72.68,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,60,1.41
2005-06-15,Artibonite,Gonaives,Gonaives,103,19.45,-72.68,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,90,2.12
2005-06-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,51.25,1.21
2005-06-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Rice (imported),64,Pound,actual,Retail,HTG,17.15,0.4
2005-06-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,85.75,2.02
2005-06-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Sorghum,65,Pound,actual,Retail,HTG,9.45,0.22
2005-06-15,Centre,Hinche,Hinche,104,19.15,-72.02,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,63,1.48
2005-06-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Maize meal (local),471,Marmite,actual,Retail,HTG,24.25,0.57
2005-06-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Rice (imported),64,Pound,actual,Retail,HTG,15.25,0.36
2005-06-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Rice (local),71,Pound,actual,Retail,HTG,27,0.64
2005-06-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,76.25,1.79
2005-06-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Sorghum,65,Pound,actual,Retail,HTG,13.2,0.31
2005-06-15,Grande'Anse,Jeremie,Jeremie,106,18.62,-74.08,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,70,1.65
2005-06-15,North,Cap-Haitien,Cap-Haitien,107,19.76,-72.2,cereals and tubers,Rice (tchako),57,Marmite,actual,Retail,HTG,76.5,1.8
2005-06-15,North,Cap-Haitien,Cap-Haitien,107,19.76,-72.2,cereals and tubers,Sorghum,65,Pound,actual,Retail,HTG,12,0.28
2005-06-15,North,Cap-Haitien,Cap-Haitien,107,19.76,-72.2,cereals and tubers,Wheat flour (imported),339,Marmite,actual,Retail,HTG,63,1.48
2005-06-15,North-East,Ouanaminthe,Ouanaminthe,108,19.55,-71.73,cereals and tubers,Maize meal (imported),574,Pound,actual,Retail,HTG,21.25,0.5
