location_code,has_hrp,in_gho,provider_admin1_name,admin1_code,admin1_name,admin_level,mpi,headcount_ratio,intensity_of_deprivation,vulnerable_to_poverty,in_severe_poverty,reference_period_start,reference_period_end,dataset_hdx_id,resource_hdx_id
AFG,Y,Y,,,,0,0.2342,46.9358,49.9063,27.3813,20.8027,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,,,,0,0.2683,52.1779,51.4260,26.3367,25.9715,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Badakhshan,AF17,Badakhshan,1,0.2993,60.4351,49.5235,24.7380,28.8921,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Badakhshan,AF17,Badakhshan,1,0.3050,64.2694,47.4510,26.7436,22.8206,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Badghis,AF31,Badghis,1,0.4161,77.9107,53.4021,17.2367,47.3259,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Badghis,AF31,Badghis,1,0.4437,81.2721,54.5967,13.9680,56.3865,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Baghlan,AF09,Baghlan,1,0.2283,45.8220,49.8125,30.2366,18.4283,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Baghlan,AF09,Baghlan,1,0.3332,68.5503,48.6077,21.0723,30.0120,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Balkh,AF21,Balkh,1,0.1997,39.4961,50.5604,25.2644,18.0604,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Balkh,AF21,Balkh,1,0.1755,36.3407,48.2959,21.4309,13.3836,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Bamyan,AF10,Bamyan,1,0.2243,47.8084,46.9228,36.3083,16.2316,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Bamyan,AF10,Bamyan,1,0.1557,33.7161,46.1769,37.0825,10.2924,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Daykundi,AF24,Daykundi,1,0.2560,57.8362,44.2585,36.2634,16.9149,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Daykundi,AF24,Daykundi,1,0.2281,47.1238,48.4060,30.6778,18.0359,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Farah,AF33,Farah,1,0.2827,58.4861,48.3292,23.8044,24.0885,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Farah,AF33,Farah,1,0.3951,72.7736,54.2930,17.8726,45.0390,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Faryab,AF29,Faryab,1,0.1463,31.3311,46.6801,28.6928,12.0366,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Faryab,AF29,Faryab,1,0.3749,68.3564,54.8390,16.3815,41.3745,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Ghazni,AF11,Ghazni,1,0.2072,41.5724,49.8414,36.1220,20.0127,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Ghazni,AF11,Ghazni,1,0.2337,46.0437,50.7469,34.6630,19.3074,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Ghor,AF23,Ghor,1,0.2290,51.7429,44.2651,33.6859,13.7581,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Ghor,AF23,Ghor,1,0.4132,79.1440,52.2076,17.0006,48.4021,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Helmand,AF30,Hilmand,1,0.2904,63.6381,45.6352,20.3984,23.0147,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Helmand,AF30,Hilmand,1,0.4209,74.5329,56.4708,18.9662,47.9185,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Herat,AF32,Hirat,1,0.2904,56.5791,51.3211,18.8994,30.7541,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Herat,AF32,Hirat,1,0.2347,45.1989,51.9180,23.0792,23.4302,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Jawzjan,AF28,Jawzjan,1,0.2272,49.2435,46.1407,25.9318,11.4550,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Jawzjan,AF28,Jawzjan,1,0.2174,43.8862,49.5278,30.2898,17.1624,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Kabul,AF01,Kabul,1,0.0690,15.1721,45.4850,26.1407,3.7226,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Kabul,AF01,Kabul,1,0.0682,15.1416,45.0587,34.9170,4.0778,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Kandahar,AF27,Kandahar,1,0.4116,69.8793,58.8991,16.5666,46.5318,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Kandahar,AF27,Kandahar,1,0.3811,69.0125,55.2184,19.3084,41.2368,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Kapisa,AF02,Kapisa,1,0.1819,39.4239,46.1472,47.5761,13.8165,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Kapisa,AF02,Kapisa,1,0.2991,61.3466,48.7569,28.6038,27.0128,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Khost,AF14,Khost,1,0.1973,39.0942,50.4703,40.4763,19.4642,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Khost,AF14,Khost,1,0.2231,46.2498,48.2461,34.3636,16.8045,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Kunarha,AF15,Kunar,1,0.2650,57.4449,46.1229,30.3194,17.6666,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Kunarha,AF15,Kunar,1,0.2505,49.5160,50.5970,33.1387,22.6670,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Kunduz,AF19,Kunduz,1,0.2582,54.6430,47.2577,28.0756,19.0232,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Kunduz,AF19,Kunduz,1,0.3045,59.4017,51.2578,23.4466,26.9829,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Laghman,AF07,Laghman,1,0.3284,67.4575,48.6797,23.9834,27.8454,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Laghman,AF07,Laghman,1,0.2902,57.4106,50.5403,28.2632,26.6103,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Logar,AF05,Logar,1,0.1729,36.6619,47.1489,29.4819,12.3381,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Logar,AF05,Logar,1,0.2152,42.0406,51.1920,41.9146,18.6930,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Nangarhar,AF06,Nangarhar,1,0.2381,47.1923,50.4600,29.2548,20.8954,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Nangarhar,AF06,Nangarhar,1,0.2613,53.3680,48.9617,26.6321,25.2242,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Nimroz,AF34,Nimroz,1,0.1878,41.3180,45.4425,32.4503,11.1837,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Nimroz,AF34,Nimroz,1,0.2378,47.7913,49.7598,26.1238,21.6650,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Nooristan,AF16,Nuristan,1,0.5352,88.7833,60.2822,10.3832,60.1093,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Nooristan,AF16,Nuristan,1,0.4187,77.1395,54.2787,18.4366,41.1213,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Paktika,AF12,Paktika,1,0.1148,23.6924,48.4595,50.1823,4.9688,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Paktika,AF12,Paktika,1,0.3352,65.6979,51.0187,30.9284,28.4228,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Paktya,AF13,Paktya,1,0.1854,39.6511,46.7677,40.5365,12.8656,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Paktya,AF13,Paktya,1,0.2251,45.1286,49.8812,40.4018,19.6488,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Panjsher,AF08,Panjsher,1,0.0946,21.6449,43.6847,42.9808,4.8027,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Panjsher,AF08,Panjsher,1,0.1137,26.5773,42.7859,45.7710,4.0063,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Parwan,AF03,Parwan,1,0.2094,45.1740,46.3470,31.9187,14.4825,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Parwan,AF03,Parwan,1,0.2179,43.4951,50.0928,32.6293,18.9266,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Samangan,AF20,Samangan,1,0.3087,62.6945,49.2460,27.9372,28.2073,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Samangan,AF20,Samangan,1,0.3972,74.6561,53.2020,19.0334,44.0436,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Sar-e-Pul,AF22,Sar-e-Pul,1,0.2970,62.4235,47.5854,27.7577,25.5355,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Sar-e-Pul,AF22,Sar-e-Pul,1,0.3243,63.2112,51.3010,20.3037,31.5108,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Takhar,AF18,Takhar,1,0.2423,48.1973,50.2705,28.7352,22.8784,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Takhar,AF18,Takhar,1,0.2455,50.3623,48.7397,33.0496,20.6116,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Urozgan,AF25,Uruzgan,1,0.5064,90.4027,56.0208,8.9814,64.5205,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Urozgan,AF25,Uruzgan,1,0.3911,75.9663,51.4842,17.8652,41.2554,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Wardak,AF04,Maidan Wardak,1,0.2605,57.6870,45.1630,32.3081,17.2763,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Wardak,AF04,Maidan Wardak,1,0.2544,51.0114,49.8755,32.5402,22.5734,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Zabul,AF26,Zabul,1,0.1639,33.9201,48.3075,30.7932,12.7860,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AFG,Y,Y,Zabul,AF26,Zabul,1,0.4294,79.0640,54.3063,17.8608,44.0500,2022-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
AGO,N,Y,,,,0,0.2824,51.1041,55.2666,15.5429,32.4576,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,ef20310e-2821-4aa9-98a8-1950f45f10d0
AGO,N,Y,Bengo,AO01,Bengo,1,0.3324,62.6276,53.0790,17.4100,38.3496,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,ef20310e-2821-4aa9-98a8-1950f45f10d0
AGO,N,Y,Benguela,AO02,Benguela,1,0.3223,59.5840,54.0858,12.4519,35.1528,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,ef20310e-2821-4aa9-98a8-1950f45f10d0
AGO,N,Y,Bié,AO03,Bié,1,0.4751,80.8265,58.7851,10.3617,57.9218,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,ef20310e-2821-4aa9-98a8-1950f45f10d0
AGO,N,Y,Cabinda,AO04,Cabinda,1,0.1540,31.0390,49.6144,15.4986,14.0806,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,ef20310e-2821-4aa9-98a8-1950f45f10d0
AGO,N,Y,Cuando Cubango,AO05,Cuando Cubango,1,0.4198,74.7263,56.1726,10.7160,50.4898,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,ef20310e-2821-4aa9-98a8-1950f45f10d0
AGO,N,Y,Cuanza Norte,AO06,Cuanza Norte,1,0.3301,62.5706,52.7634,17.8689,37.3217,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,ef20310e-2821-4aa9-98a8-1950f45f10d0
AGO,N,Y,Cuanza Sul,AO07,Cuanza Sul,1,0.4598,76.8116,59.8564,12.2595,54.7361,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,ef20310e-2821-4aa9-98a8-1950f45f10d0
AGO,N,Y,Cunene,AO08,Cunene,1,0.4197,71.8787,58.3899,14.3246,50.7598,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,ef20310e-2821-4aa9-98a8-1950f45f10d0
AGO,N,Y,Huambo,AO10,Huambo,1,0.3759,66.4965,56.5314,12.9423,45.4494,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,ef20310e-2821-4aa9-98a8-1950f45f10d0
AGO,N,Y,Huíla,AO09,Huíla,1,0.4022,68.7173,58.5307,10.8676,48.1458,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,ef20310e-2821-4aa9-98a8-1950f45f10d0
AGO,N,Y,Luanda,AO11,Luanda,1,0.0743,16.0407,46.3458,20.7354,6.0251,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,ef20310e-2821-4aa9-98a8-1950f45f10d0
AGO,N,Y,Lunda Norte,AO12,Lunda Norte,1,0.4315,76.1891,56.6369,12.0954,51.7481,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,ef20310e-2821-4aa9-98a8-1950f45f10d0
AGO,N,Y,Lunda Sul,AO13,Lunda Sul,1,0.3550,67.8345,52.3309,16.2651,43.3335,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,ef20310e-2821-4aa9-98a8-1950f45f10d0
AGO,N,Y,Malanje,AO14,Malanje,1,0.3394,61.3280,55.3433,15.2026,39.8156,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,ef20310e-2821-4aa9-98a8-1950f45f10d0
AGO,N,Y,Moxico,AO15,Moxico,1,0.4248,75.9311,55.9465,12.3204,51.1083,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,ef20310e-2821-4aa9-98a8-1950f45f10d0
AGO,N,Y,Namibe,AO16,Namibe,1,0.2750,50.0313,54.9656,15.7047,31.9420,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,ef20310e-2821-4aa9-98a8-1950f45f10d0
AGO,N,Y,Uíge,AO17,Uíge,1,0.3915,73.1819,53.4916,12.3314,47.9321,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,ef20310e-2821-4aa9-98a8-1950f45f10d0
AGO,N,Y,Zaire,AO18,Zaire,1,0.2161,46.3780,46.5859,24.3688,21.0483,2015-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,ef20310e-2821-4aa9-98a8-1950f45f10d0
ALB,N,N,,,,0,0.0078,2.0627,37.8324,7.3314,0.1569,2008-01-01 00:00:00+00:00,2009-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
ALB,N,N,,,,0,0.0027,0.6987,39.0711,5.0105,0.0671,2017-01-01 00:00:00+00:00,2018-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
ALB,N,N,Berat,,,1,0.0011,0.2801,38.8889,3.4675,0.0000,2008-01-01 00:00:00+00:00,2009-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
ALB,N,N,Berat,,,1,0.0016,0.4674,35.2186,2.4867,0.0000,2017-01-01 00:00:00+00:00,2018-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
ALB,N,N,Dibër,,,1,0.0189,5.1070,37.0099,17.2146,0.3410,2008-01-01 00:00:00+00:00,2009-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
ALB,N,N,Dibër,,,1,0.0075,1.7570,42.6698,11.6232,0.5048,2017-01-01 00:00:00+00:00,2018-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
ALB,N,N,Durrës,,,1,0.0025,0.7414,34.3782,7.3352,0.0000,2008-01-01 00:00:00+00:00,2009-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
ALB,N,N,Durrës,,,1,0.0041,1.1689,35.4835,1.4641,0.1101,2017-01-01 00:00:00+00:00,2018-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
ALB,N,N,Elbasan,,,1,0.0179,4.6369,38.5861,9.6076,0.6063,2008-01-01 00:00:00+00:00,2009-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
ALB,N,N,Elbasan,,,1,0.0019,0.4646,40.4991,4.6603,0.0996,2017-01-01 00:00:00+00:00,2018-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
ALB,N,N,Fier,,,1,0.0017,0.4736,36.9210,6.3343,0.0000,2008-01-01 00:00:00+00:00,2009-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
ALB,N,N,Fier,,,1,0.0035,0.8358,42.4710,4.3325,0.1484,2017-01-01 00:00:00+00:00,2018-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
ALB,N,N,Gjirokastër,,,1,0.0012,0.3132,38.8889,3.3902,0.0000,2008-01-01 00:00:00+00:00,2009-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
ALB,N,N,Gjirokastër,,,1,0.0017,0.4431,37.2903,3.0406,0.0000,2017-01-01 00:00:00+00:00,2018-12-31 00:00:00+00:00,42b16840-3a56-4a20-9314-7aa171f1136c,7c131db3-a172-4280-b37a-85f678192fbe
